SCO0002	GO:0003677;GO:0005524;GO:0016787
SCO3878	GO:0003677;GO:0003887;GO:0006260;GO:0008408;GO:0009360
SCO3879	GO:0003677;GO:0003688;GO:0005524;GO:0006270;GO:0006275;GO:0043565
SCO3880	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3881	GO:0000049;GO:0004526;GO:0008033
SCO3883	GO:0016021;GO:0051205
SCO3884	GO:0003676
SCO3885	GO:0005737;GO:0006364;GO:0008649
SCO3887	GO:0003677
SCO3888	GO:0008080
SCO3889	GO:0006662;GO:0015035;GO:0045454
SCO3890	GO:0004791;GO:0005737;GO:0016491;GO:0019430;GO:0055114
SCO3892	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO3896	GO:0003723;GO:0006396;GO:0016779
SCO3898	GO:0016021;GO:0055085
SCO3899	GO:0004512;GO:0006021;GO:0008654
SCO3901	GO:0008658
SCO3902	GO:0016758
SCO3904	GO:0009252;GO:0016755
SCO3906	GO:0003735;GO:0005840;GO:0006412;GO:0019843
SCO3907	GO:0003697;GO:0006260
SCO3908	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3909	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO3910	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085
SCO3911	GO:0003677;GO:0003678;GO:0005524;GO:0006260
SCO3913	GO:0008080
SCO3914	GO:0003700;GO:0006355
SCO3915	GO:0016021;GO:0055085
SCO3917	GO:0008080
SCO3918	GO:0016787
SCO3919	GO:0003700;GO:0006355
SCO3920	GO:0003824;GO:0030170
SCO3921	GO:0004725;GO:0006470
SCO3925	GO:0003677;GO:0006355
SCO3926	GO:0051301
SCO3928	GO:0009228;GO:0051536
SCO3929	GO:0005515
SCO3932	GO:0003677;GO:0003700;GO:0006355
SCO3934	GO:0000166;GO:0003677;GO:0005524
SCO3937	GO:0000150;GO:0003677;GO:0006310
SCO3939	GO:0006950
SCO3941	GO:0016787
SCO3943	GO:0003677;GO:0006355
SCO3944	GO:0000105;GO:0003824;GO:0004400;GO:0008152;GO:0009058;GO:0016740;GO:0030170
SCO3945	GO:0016020
SCO3946	GO:0016020;GO:0055114
SCO3947	GO:0005524;GO:0006810;GO:0016020;GO:0016021;GO:0016887;GO:0042626;GO:0042883;GO:0055085
SCO3948	GO:0000155;GO:0000160;GO:0005515;GO:0016021;GO:0046983
SCO3951	GO:0016705;GO:0055114
SCO3953	GO:0006388;GO:0016772;GO:0016773
SCO3954	GO:0016491
SCO3956	GO:0005524;GO:0016887
SCO3958	GO:0005524;GO:0016887
SCO3959	GO:0006810
SCO3960	GO:0016787
SCO3961	GO:0000166;GO:0004812;GO:0004828;GO:0005524;GO:0005737;GO:0006418;GO:0006434
SCO3962	GO:0004106;GO:0004664;GO:0005737;GO:0008152;GO:0009094;GO:0016597
SCO3963	GO:0004601;GO:0015684;GO:0020037;GO:0033212;GO:0055114
SCO3964	GO:0005507;GO:0016021;GO:0042597;GO:0046688
SCO3970	GO:0004177;GO:0030145
SCO3971	GO:0003824
SCO3976	GO:0006629;GO:0008081
SCO3977	GO:0004252;GO:0005515;GO:0006508
SCO3978	GO:0008270;GO:0016491;GO:0055114
SCO3979	GO:0003677
SCO3981	GO:0003677;GO:0003700;GO:0006355
SCO3986	GO:0003677;GO:0003700;GO:0006355
SCO3996	GO:0003677
SCO3997	GO:0003677;GO:0006310;GO:0015074
SCO4005	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4006	GO:0003824;GO:0008152
SCO4007	GO:0016021;GO:0055085
SCO4008	GO:0003677
SCO4009	GO:0000160;GO:0006355
SCO4010	GO:0004867
SCO4013	GO:0008658
SCO4016	GO:0016787
SCO4017	GO:0003677;GO:0003700;GO:0006355;GO:0046914;GO:0046983
SCO4019	GO:0003700;GO:0006355
SCO4020	GO:0000160;GO:0003677;GO:0006355
SCO4021	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO4022	GO:0000271;GO:0006810;GO:0016021
SCO4024	GO:0016021;GO:0055085
SCO4025	GO:0003677;GO:0045892
SCO4026	GO:0004733;GO:0010181;GO:0016491;GO:0055114
SCO4028	GO:0003723;GO:0005515
SCO4029	GO:0003723;GO:0005515
SCO4031	GO:0016021;GO:0055085
SCO4032	GO:0003700;GO:0006355
SCO4034	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4035	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4038	GO:0002100;GO:0003824;GO:0008251;GO:0008270;GO:0016787
SCO4041	GO:0004845;GO:0006223
SCO4047	GO:0003824;GO:0006281;GO:0006284
SCO4048	GO:0016491;GO:0055114
SCO4049	GO:0016787;GO:0016811;GO:0017000
SCO4053	GO:0005507;GO:0016021;GO:0042597;GO:0046688
SCO4055	GO:0008270;GO:0016491;GO:0055114
SCO4057	GO:0005215;GO:0006810;GO:0016020
SCO4059	GO:0003700;GO:0006355
SCO4065	GO:0003676
SCO4067	GO:0003677;GO:0003887;GO:0005524;GO:0006260;GO:0009360
SCO4068	GO:0003824;GO:0004637;GO:0005524;GO:0009113
SCO4071	GO:0004639;GO:0005524;GO:0006164
SCO4072	GO:0000160;GO:0003677;GO:0006355
SCO4073	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO4074	GO:0016020
SCO4075	GO:0005524;GO:0016887
SCO4078	GO:0004642;GO:0005737;GO:0006189
SCO4079	GO:0004642;GO:0005737;GO:0006189
SCO4081	GO:0003700;GO:0006355
SCO4086	GO:0004044;GO:0009113;GO:0009116
SCO4087	GO:0004641;GO:0005737;GO:0006189
SCO4089	GO:0006520;GO:0016491;GO:0016639;GO:0055114
SCO4091	GO:0003677
SCO4092	GO:0003676;GO:0004004;GO:0004386;GO:0005524
SCO4093	GO:0016787
SCO4096	GO:0003676;GO:0005524
SCO4097	GO:0003333;GO:0015171;GO:0016020
SCO4099	GO:0003677
SCO4102	GO:0003677;GO:0006355
SCO4103	GO:0008152;GO:0016787
SCO4106	GO:0003824;GO:0008270;GO:0008703;GO:0009231;GO:0055114
SCO4107	GO:0003824
SCO4109	GO:0016491;GO:0055114
SCO4110	GO:0008233
SCO4111	GO:0006400;GO:0008176
SCO4113	GO:0016491;GO:0055114
SCO4114	GO:0005515
SCO4115	GO:0004066;GO:0006529
SCO4116	GO:0000160;GO:0003677;GO:0005515;GO:0006355
SCO4117	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4118	GO:0003677
SCO4119	GO:0016491;GO:0055114
SCO4120	GO:0003824
SCO4121	GO:0016021;GO:0055085
SCO4122	GO:0003700;GO:0006355
SCO4123	GO:0000160;GO:0003677;GO:0006355
SCO4124	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO4125	GO:0008080
SCO4134	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO4136	GO:0003677;GO:0006355;GO:0046872
SCO4138	GO:0005315;GO:0006817;GO:0016020
SCO4139	GO:0005315;GO:0005524;GO:0016020;GO:0016887;GO:0035435
SCO4140	GO:0005315;GO:0005887;GO:0006810;GO:0016020;GO:0035435
SCO4141	GO:0005315;GO:0006810;GO:0006817;GO:0016020;GO:0016021
SCO4142	GO:0035435;GO:0042301;GO:0043190
SCO4143	GO:0016787
SCO4145	GO:0006799;GO:0008976;GO:0009358
SCO4146	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4148	GO:0005524;GO:0016887
SCO4151	GO:0008080;GO:0016747
SCO4152	GO:0009166;GO:0016787
SCO4155	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO4156	GO:0000160;GO:0003677;GO:0006355
SCO4157	GO:0004252;GO:0006508
SCO4158	GO:0003677;GO:0006355
SCO4159	GO:0000160;GO:0003677;GO:0006355
SCO4164	GO:0004792
SCO4167	GO:0003677
SCO4168	GO:0016491
SCO4169	GO:0016491
SCO4176	GO:0003677;GO:0043565
SCO4180	GO:0003700;GO:0006355
SCO4182	GO:0005737;GO:0016788;GO:0019478
SCO4183	GO:0003676;GO:0003677;GO:0015074
SCO4188	GO:0003700;GO:0006355
SCO4190	GO:0003700;GO:0006355
SCO4191	GO:0008152;GO:0016787
SCO4194	GO:0003677
SCO4196	GO:0016787;GO:0016810
SCO4197	GO:0003700;GO:0006355
SCO4198	GO:0003677;GO:0043565
SCO4201	GO:0000160;GO:0003824
SCO4204	GO:0008375;GO:0010125
SCO4206	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO4208	GO:0016021;GO:0055085
SCO4209	GO:0003824;GO:0004619;GO:0006096;GO:0008152;GO:0016868
SCO4211	GO:0003677;GO:0006310;GO:0015074
SCO4213	GO:0003676;GO:0003677;GO:0004518;GO:0004519;GO:0009307
SCO4215	GO:0003677;GO:0003700;GO:0006355
SCO4217	GO:0003824;GO:0030151;GO:0030170
SCO4219	GO:0016787
SCO4223	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO4228	GO:0005737;GO:0030643;GO:0045936
SCO4229	GO:0000155;GO:0007165;GO:0016310;GO:0016772
SCO4230	GO:0000160;GO:0003677;GO:0006355
SCO4233	GO:0003824;GO:0008299;GO:0050518
SCO4234	GO:0008685;GO:0016114
SCO4235	GO:0000166;GO:0004812;GO:0004817;GO:0005524;GO:0005737;GO:0006418;GO:0006423
SCO4236	GO:0003723;GO:0006396;GO:0008168;GO:0008173
SCO4238	GO:0009058;GO:0016779
SCO4240	GO:0005524;GO:0016887
SCO4248	GO:0005198
SCO4252	GO:0005198
SCO4259	GO:0005524
SCO4261	GO:0003677;GO:0006355
SCO4263	GO:0003677;GO:0005515;GO:0006355
SCO4264	GO:0006468;GO:0016773;GO:0019748
SCO4265	GO:0005215;GO:0006810;GO:0016021;GO:0055085
SCO4266	GO:0016491;GO:0055114
SCO4267	GO:0016491;GO:0055114
SCO4270	GO:0003677
SCO4271	GO:0008270;GO:0016491;GO:0055114
SCO4272	GO:0008080;GO:0016787
SCO4273	GO:0008237;GO:0008270
SCO4275	GO:0000155;GO:0000160;GO:0016021;GO:0016310;GO:0016772;GO:0046983
SCO4276	GO:0000160;GO:0003677;GO:0006355
SCO4277	GO:0006950
SCO4278	GO:0003747;GO:0006415
SCO4279	GO:0008080
SCO4280	GO:0010181;GO:0016491;GO:0055114
SCO4281	GO:0005515
SCO4282	GO:0030246
SCO4283	GO:0005975;GO:0016773
SCO4284	GO:0006044;GO:0008448;GO:0016787;GO:0016810
SCO4286	GO:0005215;GO:0006810
SCO4288	GO:0003824;GO:0005992
SCO4290	GO:0003824;GO:0005992
SCO4295	GO:0003676;GO:0003677;GO:0006355
SCO4296	GO:0005524;GO:0005737;GO:0006457;GO:0042026
SCO4297	GO:0003824;GO:0010181;GO:0016491;GO:0055114
SCO4301	GO:0003677;GO:0043565
SCO4303	GO:0003677
SCO4304	GO:0016491
SCO4305	GO:0003677
SCO4307	GO:0005975;GO:0016835;GO:0030246;GO:0046348
SCO4308	GO:0003677;GO:0003700;GO:0005975;GO:0006355;GO:0030246
SCO4311	GO:0008080
SCO4313	GO:0003677
SCO4314	GO:0046872
SCO4315	GO:0005507;GO:0055070
SCO4325	GO:0003676;GO:0003677;GO:0006355
SCO4326	GO:0003677;GO:0009234;GO:0016829
SCO4327	GO:0003824;GO:0009116;GO:0009234;GO:0016799
SCO4329	GO:0016021;GO:0055085
SCO4332	GO:0000166;GO:0016021;GO:0046872
SCO4334	GO:0005215;GO:0006810;GO:0016020;GO:0055085
SCO4335	GO:0006355
SCO4336	GO:0003700;GO:0006355
SCO4338	GO:0004113;GO:0008664
SCO4340	GO:0000150;GO:0003677;GO:0006310
SCO4344	GO:0003677
SCO4348	GO:0003677;GO:0006310;GO:0015074
SCO4350	GO:0003677;GO:0006310;GO:0015074
SCO4351	GO:0000150;GO:0003677;GO:0006310
SCO4355	GO:0009012;GO:0016779;GO:0046677
SCO4357	GO:0005515
SCO4358	GO:0003677;GO:0045892
SCO4359	GO:0005524;GO:0016887;GO:0043215;GO:1900753
SCO4360	GO:0006810;GO:0016020
SCO4362	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO4363	GO:0000160;GO:0006355
SCO4366	GO:0003824;GO:0004648;GO:0006564;GO:0009058
SCO4367	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0051536;GO:0055114
SCO4368	GO:0003847;GO:0016042
SCO4370	GO:0003676;GO:0003677;GO:0015074
SCO4373	GO:0016787
SCO4374	GO:0016020;GO:0016021
SCO4375	GO:0003700;GO:0006355
SCO4377	GO:0004672;GO:0005524;GO:0006468
SCO4378	GO:0046872
SCO4381	GO:0003824;GO:0005524
SCO4382	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO4383	GO:0003824;GO:0008152
SCO4384	GO:0003824;GO:0008152
SCO4385	GO:0003677
SCO4387	GO:0004733;GO:0008615;GO:0010181;GO:0016491;GO:0016638;GO:0055114
SCO4388	GO:0006099;GO:0046912
SCO4389	GO:0008080
SCO4390	GO:0006355
SCO4392	GO:0003824
SCO4393	GO:0005975;GO:0030246
SCO4394	GO:0003677;GO:0003700;GO:0006355;GO:0046914;GO:0046983
SCO4395	GO:0003824
SCO4397	GO:0005524;GO:0016887
SCO4399	GO:0005515
SCO4403	GO:0006189;GO:0008864;GO:0009058;GO:0016742
SCO4404	GO:0006810;GO:0016020
SCO4405	GO:0005524;GO:0016887;GO:0043215;GO:1900753
SCO4407	GO:0003700;GO:0006355
SCO4409	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4410	GO:0006355;GO:0045152
SCO4411	GO:0005509
SCO4413	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO4414	GO:0016021;GO:0055085
SCO4416	GO:0016491;GO:0055114
SCO4417	GO:0008080
SCO4418	GO:0004733;GO:0008615;GO:0010181;GO:0016491;GO:0016638;GO:0055114
SCO4419	GO:0004733;GO:0010181;GO:0016491;GO:0055114
SCO4421	GO:0003677
SCO4423	GO:0004672;GO:0005524;GO:0006468
SCO4426	GO:0000160;GO:0003677;GO:0005515;GO:0006355;GO:0043531
SCO4427	GO:0010181;GO:0016491;GO:0055114
SCO4428	GO:0003677;GO:0003824;GO:0003887;GO:0006260
SCO4429	GO:0003824;GO:0009108;GO:0016765;GO:0051536;GO:0051539
SCO4434	GO:0003700;GO:0006355
SCO4437	GO:0005215;GO:0006810;GO:0016020;GO:0055085
SCO4439	GO:0006508;GO:0009002
SCO4440	GO:0048193;GO:0070273
SCO4441	GO:0003677;GO:0043565
SCO4443	GO:0003677;GO:0006355
SCO4444	GO:0004602;GO:0006979;GO:0055114
SCO4445	GO:0003700;GO:0006355
SCO4447	GO:0003824
SCO4449	GO:0000287;GO:0016835;GO:0017001;GO:0046677
SCO4450	GO:0003677
SCO4451	GO:0016021;GO:0055085
SCO4452	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4454	GO:0003677
SCO4461	GO:0003677
SCO4462	GO:0016021;GO:0055085
SCO4464	GO:0003824;GO:0008152
SCO4469	GO:0003824;GO:0008483;GO:0030170;GO:0033014;GO:0042286
SCO4471	GO:0003824;GO:0005975;GO:0016810
SCO4472	GO:0016209;GO:0016491;GO:0045454;GO:0055114
SCO4473	GO:0016020;GO:0017004;GO:0055114
SCO4475	GO:0017004;GO:0020037
SCO4477	GO:0003677;GO:0006355
SCO4480	GO:0003677
SCO4481	GO:0004672;GO:0005524;GO:0006468
SCO4482	GO:0003700;GO:0006355
SCO4485	GO:0003700;GO:0005622;GO:0006355
SCO4487	GO:0004672;GO:0005524;GO:0006468
SCO4488	GO:0004672;GO:0005524;GO:0006468
SCO4490	GO:0010181;GO:0016491;GO:0016831;GO:0055114
SCO4491	GO:0004659;GO:0016021
SCO4492	GO:0003824
SCO4493	GO:0003700;GO:0005622;GO:0006355;GO:0043565
SCO4494	GO:0003824;GO:0009234;GO:0016765;GO:0051188;GO:0051536;GO:0051539
SCO4496	GO:0008080
SCO4498	GO:0015293;GO:0016021
SCO4499	GO:0003677
SCO4501	GO:0016491
SCO4502	GO:0003824;GO:0008152;GO:0016747
SCO4503	GO:0003824;GO:0008152
SCO4505	GO:0003676;GO:0003677;GO:0006355
SCO4506	GO:0009234;GO:0016829
SCO4507	GO:0004672;GO:0005524;GO:0006468
SCO4508	GO:0000166;GO:0003677;GO:0005524
SCO4526	GO:0005524;GO:0006810
SCO4543	GO:0003677;GO:0043565
SCO4548	GO:0005515
SCO4549	GO:0004190;GO:0016020
SCO4550	GO:0003824;GO:0009234;GO:0016765;GO:0051188;GO:0051536;GO:0051539
SCO4551	GO:0016810
SCO4552	GO:0005975
SCO4554	GO:0003824;GO:0005975;GO:0016810
SCO4555	GO:0016747
SCO4556	GO:0008168
SCO4558	GO:0008080
SCO4559	GO:0016491;GO:0016628;GO:0055114;GO:0071949
SCO4562	GO:0008137;GO:0016651;GO:0055114
SCO4563	GO:0008137;GO:0048038;GO:0051536;GO:0051539;GO:0055114
SCO4564	GO:0008137;GO:0016651;GO:0055114
SCO4565	GO:0016651;GO:0048038;GO:0051287;GO:0055114
SCO4566	GO:0016491;GO:0055114
SCO4567	GO:0008137;GO:0010181;GO:0016651;GO:0051287;GO:0051539;GO:0055114
SCO4568	GO:0008137;GO:0009055;GO:0016020;GO:0016491;GO:0016651;GO:0030151;GO:0042773;GO:0051536;GO:0055114
SCO4569	GO:0016020;GO:0055114
SCO4570	GO:0016020;GO:0016651;GO:0051539;GO:0055114
SCO4571	GO:0008137;GO:0055114
SCO4572	GO:0016651;GO:0042773;GO:0055114
SCO4573	GO:0008137;GO:0042773;GO:0055114
SCO4574	GO:0008137;GO:0042773;GO:0055114
SCO4575	GO:0008137;GO:0042773;GO:0055114
SCO4577	GO:0000166;GO:0003676;GO:0003824;GO:0004003;GO:0005524;GO:0005622;GO:0006260;GO:0006281;GO:0006310;GO:0008026;GO:0009432;GO:0043140;GO:0044237
SCO4578	GO:0005488
SCO4579	GO:0004222;GO:0006508
SCO4580	GO:0003824;GO:0004334;GO:0008152;GO:0009072
SCO4581	GO:0016787
SCO4583	GO:0008299
SCO4585	GO:0005524;GO:0016887
SCO4586	GO:0006810
SCO4587	GO:0016491
SCO4592	GO:0005215;GO:0005887;GO:0006810;GO:0016020;GO:0016021
SCO4594	GO:0003824;GO:0030976
SCO4595	GO:0003824;GO:0008152;GO:0016491;GO:0016903;GO:0055114
SCO4596	GO:0000160;GO:0003677;GO:0006355
SCO4597	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO4598	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO4599	GO:0008137;GO:0055114
SCO4600	GO:0008137;GO:0048038;GO:0051536;GO:0051539;GO:0055114
SCO4601	GO:0008137;GO:0055114
SCO4602	GO:0016020;GO:0055114
SCO4603	GO:0016020;GO:0016651;GO:0051539;GO:0055114
SCO4604	GO:0008137;GO:0055114
SCO4605	GO:0016651;GO:0042773;GO:0055114
SCO4606	GO:0008137;GO:0042773;GO:0055114
SCO4607	GO:0008137;GO:0042773;GO:0055114
SCO4608	GO:0008137;GO:0042773;GO:0055114
SCO4609	GO:0004222;GO:0006508
SCO4612	GO:0003333;GO:0015171;GO:0016020
SCO4613	GO:0016021
SCO4615	GO:0003677;GO:0006310;GO:0015074
SCO4628	GO:0003677;GO:0003700;GO:0006355
SCO4631	GO:0003676;GO:0004519
SCO4632	GO:0005515;GO:0007165;GO:0043531
SCO4634	GO:0016810
SCO4635	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4637	GO:0004312;GO:0005835;GO:0006633;GO:0055114
SCO4638	GO:0008152;GO:0008168
SCO4639	GO:0003677
SCO4640	GO:0003677
SCO4641	GO:0006810;GO:0016021;GO:0055085
SCO4643	GO:0003824;GO:0008762;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO4644	GO:0009168;GO:0019239
SCO4645	GO:0003824;GO:0009058;GO:0030170
SCO4646	GO:0006605;GO:0006886;GO:0009306;GO:0015450;GO:0016020;GO:0016021
SCO4647	GO:0006355;GO:0032784
SCO4648	GO:0003735;GO:0005840;GO:0006412
SCO4649	GO:0003723;GO:0003735;GO:0006412;GO:0015934
SCO4652	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
SCO4653	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4654	GO:0003677;GO:0003899;GO:0006351
SCO4655	GO:0003677;GO:0003899;GO:0006351
SCO4659	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935
SCO4660	GO:0003723;GO:0003735;GO:0006412;GO:0015935
SCO4661	GO:0003746;GO:0003924;GO:0005525;GO:0005622;GO:0006414
SCO4662	GO:0003746;GO:0003924;GO:0005525;GO:0005622;GO:0006414
SCO4663	GO:0005515
SCO4664	GO:0016020
SCO4666	GO:0005524;GO:0016887
SCO4667	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO4668	GO:0000160;GO:0006355
SCO4670	GO:0004252;GO:0004553;GO:0005576;GO:0005975;GO:0006508;GO:0008236;GO:0030246
SCO4671	GO:0003700;GO:0006355
SCO4673	GO:0003700;GO:0006355
SCO4678	GO:0003677;GO:0043565
SCO4680	GO:0003677;GO:0043565
SCO4682	GO:0006725;GO:0016853
SCO4683	GO:0006520;GO:0016491;GO:0016639;GO:0055114
SCO4684	GO:0003676;GO:0003677;GO:0006355
SCO4685	GO:0003676;GO:0005524
SCO4688	GO:0003677;GO:0006355
SCO4695	GO:0003824
SCO4698	GO:0003676;GO:0003677;GO:0015074
SCO4699	GO:0097264
SCO4701	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4702	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4703	GO:0003735;GO:0005840;GO:0006412
SCO4704	GO:0000166;GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4705	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015934;GO:0016740
SCO4706	GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935
SCO4707	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015934
SCO4708	GO:0003676;GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935
SCO4709	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0019843
SCO4710	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4711	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4712	GO:0003735;GO:0005840;GO:0006412;GO:0015934
SCO4713	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4714	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4715	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4716	GO:0003735;GO:0005840;GO:0006412
SCO4717	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0019843
SCO4718	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4719	GO:0003723;GO:0003735;GO:0005840;GO:0006412;GO:0015935
SCO4720	GO:0003735;GO:0006412;GO:0015934
SCO4721	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015934
SCO4722	GO:0015031;GO:0016020
SCO4723	GO:0004017;GO:0005524;GO:0006139;GO:0016776;GO:0019205
SCO4724	GO:0004177;GO:0006508;GO:0008235
SCO4725	GO:0003723;GO:0003743;GO:0006413
SCO4726	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4727	GO:0003676;GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4728	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4729	GO:0003677;GO:0003899;GO:0006351;GO:0046983
SCO4730	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO4731	GO:0001522;GO:0003723;GO:0009451;GO:0009982
SCO4733	GO:0016758
SCO4734	GO:0003735;GO:0005840;GO:0006412
SCO4735	GO:0003735;GO:0005840;GO:0006412
SCO4736	GO:0000287;GO:0005975;GO:0008966;GO:0016868;GO:0071704
SCO4738	GO:0004594;GO:0005524;GO:0005737;GO:0008152;GO:0015937;GO:0016301
SCO4740	GO:0004360;GO:0005975;GO:0030246;GO:1901137
SCO4742	GO:0052855
SCO4743	GO:0003677;GO:0043565
SCO4744	GO:0000287;GO:0006633;GO:0008897
SCO4745	GO:0003824;GO:0006522;GO:0008784
SCO4747	GO:0002949
SCO4750	GO:0002949
SCO4751	GO:0006474;GO:0008080;GO:0016407
SCO4752	GO:0002949;GO:0004222
SCO4754	GO:0003677;GO:0006355
SCO4757	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4759	GO:0003824;GO:0005975;GO:0016810
SCO4760	GO:0003824;GO:0005975;GO:0016810
SCO4761	GO:0005524;GO:0005737;GO:0006457
SCO4762	GO:0005524;GO:0005737;GO:0006457;GO:0042026
SCO4765	GO:0003824;GO:0030151;GO:0030170
SCO4766	GO:0003700;GO:0006355
SCO4768	GO:0000160;GO:0003677;GO:0006355
SCO4769	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4770	GO:0003824;GO:0003938;GO:0006164;GO:0016491;GO:0055114
SCO4771	GO:0003824;GO:0016491;GO:0055114
SCO4773	GO:0000271;GO:0016616;GO:0016628;GO:0051287;GO:0055114
SCO4774	GO:0004368;GO:0006072;GO:0009331;GO:0016491;GO:0055114
SCO4775	GO:0004672;GO:0005524;GO:0006468
SCO4776	GO:0004672;GO:0005524;GO:0006468
SCO4777	GO:0004672;GO:0005524;GO:0006468
SCO4778	GO:0004672;GO:0005524;GO:0006468
SCO4779	GO:0004672;GO:0005524;GO:0006468
SCO4780	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO4781	GO:0016491;GO:0016614;GO:0055114
SCO4784	GO:0046417
SCO4785	GO:0003922;GO:0005524;GO:0006164;GO:0006177
SCO4786	GO:0004733;GO:0010181;GO:0016491;GO:0055114
SCO4792	GO:0000160;GO:0003677;GO:0006355
SCO4795	GO:0016021;GO:0055085
SCO4797	GO:0004003;GO:0005524;GO:0005737;GO:0006268;GO:0016787
SCO4800	GO:0016853;GO:0031419;GO:0046872
SCO4803	GO:0005524;GO:0016887
SCO4808	GO:0003824;GO:0005524;GO:0008152
SCO4809	GO:0003824;GO:0008152;GO:0048037
SCO4810	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO4813	GO:0004644;GO:0006189;GO:0009058;GO:0016742
SCO4814	GO:0003824;GO:0003937;GO:0004643;GO:0006164
SCO4816	GO:0005975
SCO4817	GO:0004672;GO:0005524;GO:0006468
SCO4820	GO:0004672;GO:0005524;GO:0006468
SCO4821	GO:0005515
SCO4824	GO:0003824;GO:0004488;GO:0009396;GO:0055114
SCO4826	GO:0043565
SCO4827	GO:0003824;GO:0005975;GO:0006108;GO:0016491;GO:0016615;GO:0016616;GO:0019752;GO:0055114
SCO4828	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO4829	GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO4830	GO:0005524;GO:0016020;GO:0016887;GO:0031460
SCO4831	GO:0006810;GO:0016020
SCO4832	GO:0005215;GO:0006810
SCO4833	GO:0003824
SCO4834	GO:0051920;GO:0055114
SCO4835	GO:0051920;GO:0055114
SCO4836	GO:0003700;GO:0003824;GO:0006355;GO:0009058;GO:0030170
SCO4837	GO:0003824;GO:0004372;GO:0006544;GO:0006563;GO:0016740;GO:0030170
SCO4839	GO:0000166;GO:0004812;GO:0004830;GO:0005524;GO:0005737;GO:0006418;GO:0006436
SCO4841	GO:0016491
